Numer_zgloszenia;Czas_naprawy;Rodzaj
429;14.03.2015 16:52;restart
443;14.03.2015 20:03;restart
447;14.03.2015 20:36;wymiana
451;14.03.2015 20:47;restart
410;14.03.2015 21:04;wymiana
446;14.03.2015 21:52;restart
454;14.03.2015 22:41;restart
445;14.03.2015 23:11;restart
436;14.03.2015 23:35;restart
448;15.03.2015 07:08;wymiana
444;15.03.2015 08:57;wymiana
447;15.03.2015 13:50;wymiana
458;15.03.2015 16:07;restart
459;15.03.2015 16:20;wymiana
457;15.03.2015 20:29;restart
440;15.03.2015 20:48;restart
441;16.03.2015 00:09;wymiana
435;16.03.2015 01:32;wymiana
443;16.03.2015 10:13;restart
446;16.03.2015 15:20;restart
441;16.03.2015 15:43;wymiana
447;17.03.2015 00:05;restart
453;17.03.2015 01:14;wymiana
464;17.03.2015 02:40;wymiana
476;17.03.2015 06:56;restart
455;17.03.2015 08:39;wymiana
453;17.03.2015 13:21;restart
470;17.03.2015 15:19;wymiana
438;17.03.2015 16:14;wymiana
439;17.03.2015 17:05;wymiana
464;18.03.2015 00:37;restart
473;18.03.2015 01:17;wymiana
480;18.03.2015 02:46;restart
453;18.03.2015 04:19;wymiana
450;18.03.2015 04:57;restart
440;18.03.2015 06:11;restart
465;18.03.2015 06:39;wymiana
465;18.03.2015 08:03;restart
480;18.03.2015 09:25;wymiana
452;18.03.2015 16:19;wymiana
461;18.03.2015 18:24;restart
446;18.03.2015 22:19;wymiana
461;19.03.2015 00:20;wymiana
464;19.03.2015 03:19;restart
446;19.03.2015 04:39;restart
484;19.03.2015 06:18;restart
487;19.03.2015 06:25;wymiana
461;19.03.2015 07:22;restart
456;19.03.2015 08:21;restart
465;19.03.2015 10:13;restart
478;19.03.2015 15:19;restart
471;19.03.2015 15:57;wymiana
483;19.03.2015 16:24;wymiana
453;19.03.2015 18:46;wymiana
465;19.03.2015 18:52;wymiana
480;19.03.2015 19:14;wymiana
465;20.03.2015 01:14;restart
486;20.03.2015 01:29;restart
493;20.03.2015 01:58;wymiana
490;20.03.2015 03:05;restart
487;20.03.2015 06:31;restart
467;20.03.2015 07:44;wymiana
460;20.03.2015 09:46;restart
481;20.03.2015 16:31;wymiana
462;20.03.2015 18:58;restart
463;21.03.2015 01:37;restart
494;21.03.2015 03:21;restart
482;21.03.2015 05:15;restart
462;21.03.2015 06:06;wymiana
463;21.03.2015 08:19;restart
500;21.03.2015 12:12;restart
485;21.03.2015 13:12;restart
499;21.03.2015 16:00;restart
464;21.03.2015 16:33;wymiana
499;21.03.2015 20:48;wymiana
472;21.03.2015 23:02;restart
464;21.03.2015 23:40;wymiana
492;22.03.2015 03:48;wymiana
499;22.03.2015 04:06;restart
466;22.03.2015 05:09;wymiana
510;22.03.2015 05:14;wymiana
505;22.03.2015 07:01;restart
511;22.03.2015 07:24;restart
483;22.03.2015 08:33;restart
513;22.03.2015 09:16;wymiana
472;22.03.2015 09:46;restart
500;22.03.2015 10:21;wymiana
506;22.03.2015 13:02;wymiana
475;22.03.2015 13:59;wymiana
471;22.03.2015 14:22;wymiana
489;22.03.2015 14:24;restart
504;22.03.2015 15:31;wymiana
469;22.03.2015 16:32;restart
474;22.03.2015 16:43;restart
510;22.03.2015 16:57;wymiana
507;22.03.2015 19:29;wymiana
471;22.03.2015 21:59;restart
510;22.03.2015 23:35;restart
504;23.03.2015 01:12;wymiana
497;23.03.2015 02:17;restart
472;23.03.2015 03:13;restart
510;23.03.2015 03:41;restart
504;23.03.2015 04:45;restart
497;23.03.2015 07:37;wymiana
509;23.03.2015 09:04;restart
477;23.03.2015 09:04;restart
468;23.03.2015 11:17;wymiana
503;23.03.2015 12:16;wymiana
504;23.03.2015 14:08;wymiana
480;23.03.2015 14:25;restart
519;23.03.2015 14:54;restart
500;23.03.2015 15:00;restart
503;23.03.2015 15:14;restart
491;23.03.2015 15:31;wymiana
502;23.03.2015 18:46;wymiana
480;23.03.2015 19:06;wymiana
510;23.03.2015 19:17;wymiana
503;23.03.2015 21:13;restart
503;23.03.2015 21:40;restart
520;23.03.2015 23:54;restart
481;24.03.2015 02:29;wymiana
524;24.03.2015 08:10;restart
519;24.03.2015 11:51;restart
504;24.03.2015 12:09;wymiana
479;24.03.2015 13:28;wymiana
521;24.03.2015 13:33;wymiana
524;24.03.2015 14:39;wymiana
523;24.03.2015 16:58;restart
488;24.03.2015 21:26;restart
525;24.03.2015 22:32;restart
519;25.03.2015 09:57;wymiana
521;25.03.2015 15:54;restart
527;25.03.2015 17:13;wymiana
502;25.03.2015 17:31;wymiana
500;25.03.2015 17:35;wymiana
535;25.03.2015 17:39;wymiana
501;25.03.2015 18:24;restart
527;25.03.2015 20:57;restart
505;25.03.2015 21:33;restart
490;25.03.2015 22:15;wymiana
528;26.03.2015 03:35;wymiana
532;26.03.2015 04:05;restart
543;26.03.2015 06:00;restart
528;26.03.2015 06:02;wymiana
532;26.03.2015 06:43;wymiana
545;26.03.2015 07:22;wymiana
522;26.03.2015 07:55;wymiana
532;26.03.2015 09:00;wymiana
528;26.03.2015 09:24;restart
496;26.03.2015 10:05;wymiana
528;26.03.2015 10:10;restart
514;26.03.2015 11:14;wymiana
525;26.03.2015 12:02;wymiana
495;26.03.2015 14:46;wymiana
551;26.03.2015 16:13;restart
549;26.03.2015 17:24;restart
533;26.03.2015 18:04;restart
542;26.03.2015 20:28;wymiana
517;26.03.2015 21:32;wymiana
534;26.03.2015 22:24;restart
516;26.03.2015 23:15;wymiana
498;26.03.2015 23:24;restart
502;27.03.2015 00:05;restart
533;27.03.2015 03:54;wymiana
549;27.03.2015 04:00;wymiana
530;27.03.2015 04:03;wymiana
528;27.03.2015 05:01;wymiana
553;27.03.2015 05:10;wymiana
552;27.03.2015 08:50;restart
500;27.03.2015 08:52;wymiana
546;27.03.2015 09:33;wymiana
553;27.03.2015 09:43;restart
521;27.03.2015 10:18;wymiana
533;27.03.2015 10:22;wymiana
527;27.03.2015 10:38;wymiana
503;27.03.2015 10:44;restart
530;27.03.2015 12:47;wymiana
546;27.03.2015 13:01;wymiana
501;27.03.2015 15:32;restart
552;27.03.2015 15:57;restart
549;27.03.2015 16:13;restart
515;27.03.2015 18:01;wymiana
550;27.03.2015 18:29;wymiana
541;27.03.2015 19:11;restart
543;27.03.2015 19:52;wymiana
532;27.03.2015 20:00;restart
529;27.03.2015 20:39;wymiana
520;27.03.2015 21:13;wymiana
532;27.03.2015 23:00;restart
539;28.03.2015 00:22;restart
519;28.03.2015 00:58;wymiana
556;28.03.2015 01:55;restart
512;28.03.2015 04:20;wymiana
549;28.03.2015 06:08;wymiana
539;28.03.2015 07:19;wymiana
553;28.03.2015 07:44;restart
522;28.03.2015 08:06;wymiana
539;28.03.2015 09:40;wymiana
508;28.03.2015 10:10;restart
524;28.03.2015 10:13;wymiana
516;28.03.2015 11:01;wymiana
554;28.03.2015 11:46;wymiana
502;28.03.2015 12:41;wymiana
520;28.03.2015 15:31;restart
558;28.03.2015 17:05;wymiana
537;28.03.2015 21:18;restart
537;28.03.2015 23:12;restart
524;29.03.2015 02:21;wymiana
522;29.03.2015 02:52;restart
530;29.03.2015 03:14;wymiana
518;29.03.2015 03:40;wymiana
520;29.03.2015 04:37;wymiana
560;29.03.2015 08:44;restart
529;29.03.2015 12:08;restart
563;29.03.2015 12:11;wymiana
547;29.03.2015 12:51;restart
531;29.03.2015 13:25;wymiana
526;29.03.2015 13:35;wymiana
529;29.03.2015 14:39;wymiana
544;29.03.2015 15:49;restart
530;29.03.2015 16:05;wymiana
537;29.03.2015 18:21;wymiana
567;29.03.2015 18:47;wymiana
519;29.03.2015 19:19;restart
537;29.03.2015 20:16;restart
538;29.03.2015 20:59;restart
527;29.03.2015 21:21;wymiana
536;29.03.2015 23:07;restart
525;30.03.2015 00:06;wymiana
537;30.03.2015 01:03;restart
529;30.03.2015 02:55;restart
516;30.03.2015 03:01;restart
535;30.03.2015 04:04;restart
554;30.03.2015 06:45;wymiana
555;30.03.2015 08:41;restart
543;30.03.2015 09:22;restart
524;30.03.2015 09:45;wymiana
560;30.03.2015 11:22;wymiana
551;30.03.2015 11:49;wymiana
525;30.03.2015 12:15;restart
554;30.03.2015 15:22;wymiana
572;30.03.2015 20:32;wymiana
555;30.03.2015 23:24;wymiana
538;31.03.2015 02:44;restart
568;31.03.2015 03:32;restart
570;31.03.2015 04:01;wymiana
549;31.03.2015 04:26;wymiana
554;31.03.2015 08:25;restart
546;31.03.2015 09:09;restart
540;31.03.2015 10:22;wymiana
545;31.03.2015 13:42;restart
545;31.03.2015 17:21;restart
546;31.03.2015 18:32;restart
545;31.03.2015 21:18;wymiana
561;31.03.2015 21:24;restart
558;01.04.2015 00:08;restart
548;01.04.2015 01:22;restart
577;01.04.2015 08:29;wymiana
568;01.04.2015 09:16;wymiana
575;01.04.2015 16:35;wymiana
562;01.04.2015 16:43;restart
576;01.04.2015 16:58;restart
590;01.04.2015 18:09;wymiana
576;01.04.2015 19:18;restart
581;01.04.2015 20:07;wymiana
558;01.04.2015 21:42;restart
571;01.04.2015 22:39;wymiana
589;01.04.2015 23:07;restart
560;02.04.2015 00:17;restart
564;02.04.2015 00:55;wymiana
595;02.04.2015 03:12;wymiana
579;02.04.2015 04:17;wymiana
551;02.04.2015 05:28;wymiana
580;02.04.2015 06:40;restart
597;02.04.2015 09:08;restart
566;02.04.2015 09:18;wymiana
599;02.04.2015 09:53;wymiana
553;02.04.2015 12:01;wymiana
590;02.04.2015 12:05;wymiana
563;02.04.2015 14:00;wymiana
574;02.04.2015 16:07;wymiana
575;02.04.2015 21:44;wymiana
584;02.04.2015 22:09;wymiana
573;02.04.2015 22:46;restart
558;03.04.2015 00:00;wymiana
573;03.04.2015 04:28;wymiana
580;03.04.2015 06:05;wymiana
557;03.04.2015 08:07;wymiana
591;03.04.2015 12:20;wymiana
568;03.04.2015 14:08;wymiana
569;03.04.2015 15:03;wymiana
569;03.04.2015 16:52;wymiana
559;03.04.2015 17:31;wymiana
558;03.04.2015 17:48;restart
574;03.04.2015 19:53;restart
584;04.04.2015 01:11;wymiana
573;04.04.2015 03:21;restart
573;04.04.2015 04:05;restart
588;04.04.2015 05:26;restart
580;04.04.2015 05:41;restart
590;04.04.2015 06:51;restart
593;04.04.2015 07:12;wymiana
595;04.04.2015 08:43;restart
606;04.04.2015 09:04;restart
576;04.04.2015 09:59;wymiana
587;04.04.2015 10:50;wymiana
598;04.04.2015 11:23;restart
569;04.04.2015 13:29;wymiana
590;04.04.2015 13:55;restart
612;04.04.2015 15:26;wymiana
600;04.04.2015 15:30;wymiana
596;04.04.2015 16:25;wymiana
596;04.04.2015 16:35;wymiana
593;04.04.2015 16:41;restart
565;04.04.2015 22:20;wymiana
607;04.04.2015 23:12;wymiana
615;04.04.2015 23:57;restart
609;05.04.2015 01:35;wymiana
603;05.04.2015 02:17;restart
600;05.04.2015 02:20;wymiana
580;05.04.2015 03:14;restart
601;05.04.2015 04:09;restart
592;05.04.2015 04:18;restart
605;05.04.2015 04:26;restart
596;05.04.2015 04:59;wymiana
601;05.04.2015 07:00;restart
583;05.04.2015 09:32;wymiana
613;05.04.2015 09:41;wymiana
602;05.04.2015 11:50;restart
608;05.04.2015 12:14;restart
590;05.04.2015 15:47;restart
613;05.04.2015 16:44;restart
575;05.04.2015 18:39;wymiana
580;05.04.2015 19:46;restart
617;05.04.2015 20:48;wymiana
595;05.04.2015 20:56;wymiana
597;05.04.2015 21:49;restart
600;06.04.2015 03:03;restart
576;06.04.2015 03:48;wymiana
576;06.04.2015 07:25;wymiana
578;06.04.2015 09:56;restart
618;06.04.2015 11:57;wymiana
586;06.04.2015 12:05;wymiana
608;06.04.2015 13:44;restart
594;06.04.2015 13:50;restart
607;06.04.2015 14:54;restart
585;06.04.2015 17:03;restart
582;06.04.2015 17:09;restart
585;06.04.2015 18:36;wymiana
584;06.04.2015 21:40;restart
614;07.04.2015 03:56;wymiana
585;07.04.2015 04:04;restart
600;07.04.2015 04:51;restart
614;07.04.2015 07:37;restart
614;07.04.2015 08:38;wymiana
614;07.04.2015 08:38;wymiana
595;07.04.2015 12:59;restart
616;07.04.2015 13:04;restart
597;07.04.2015 14:47;restart
620;07.04.2015 15:08;wymiana
595;07.04.2015 17:58;wymiana
609;07.04.2015 19:07;wymiana
635;07.04.2015 19:17;restart
611;07.04.2015 20:20;wymiana
594;07.04.2015 22:33;restart
607;07.04.2015 22:49;restart
600;07.04.2015 23:05;restart
592;08.04.2015 01:29;restart
637;08.04.2015 02:39;restart
621;08.04.2015 03:23;restart
625;08.04.2015 06:05;wymiana
618;08.04.2015 06:21;wymiana
607;08.04.2015 08:08;restart
596;08.04.2015 11:31;wymiana
635;08.04.2015 15:35;restart
626;08.04.2015 16:05;restart
610;08.04.2015 18:33;wymiana
604;08.04.2015 19:22;wymiana
638;08.04.2015 19:41;wymiana
629;08.04.2015 19:41;restart
628;08.04.2015 19:58;restart
609;08.04.2015 21:30;restart
601;08.04.2015 22:37;restart
622;08.04.2015 23:44;wymiana
635;09.04.2015 00:20;restart
621;09.04.2015 01:01;restart
617;09.04.2015 03:29;wymiana
635;09.04.2015 04:58;wymiana
646;09.04.2015 07:02;restart
633;09.04.2015 08:00;restart
627;09.04.2015 09:16;wymiana
607;09.04.2015 09:31;wymiana
623;09.04.2015 10:29;wymiana
609;09.04.2015 13:36;wymiana
644;09.04.2015 18:52;restart
604;09.04.2015 19:11;wymiana
642;09.04.2015 20:44;wymiana
621;09.04.2015 21:37;restart
650;09.04.2015 23:53;wymiana
619;10.04.2015 01:15;wymiana
633;10.04.2015 02:07;wymiana
636;10.04.2015 09:19;wymiana
652;10.04.2015 09:24;restart
647;10.04.2015 13:22;wymiana
652;10.04.2015 16:06;wymiana
618;10.04.2015 16:13;restart
630;10.04.2015 16:43;wymiana
623;10.04.2015 19:10;wymiana
634;10.04.2015 19:59;wymiana
617;10.04.2015 20:41;wymiana
661;10.04.2015 21:45;wymiana
621;11.04.2015 03:53;wymiana
624;11.04.2015 04:31;restart
636;11.04.2015 04:48;restart
641;11.04.2015 06:39;wymiana
659;11.04.2015 10:34;wymiana
651;11.04.2015 10:59;wymiana
639;11.04.2015 11:11;wymiana
658;11.04.2015 11:42;restart
635;11.04.2015 14:33;wymiana
663;11.04.2015 15:21;wymiana
647;11.04.2015 16:08;restart
645;12.04.2015 02:25;wymiana
668;12.04.2015 03:08;wymiana
668;12.04.2015 04:56;restart
647;12.04.2015 06:26;restart
656;12.04.2015 07:15;restart
655;12.04.2015 09:18;wymiana
649;12.04.2015 09:51;restart
649;12.04.2015 10:40;restart
662;12.04.2015 10:56;wymiana
651;12.04.2015 12:16;wymiana
646;12.04.2015 13:16;wymiana
665;12.04.2015 13:19;restart
667;12.04.2015 14:22;wymiana
646;12.04.2015 18:08;wymiana
652;12.04.2015 20:35;wymiana
623;12.04.2015 21:45;wymiana
632;12.04.2015 22:17;restart
640;13.04.2015 00:42;restart
639;13.04.2015 05:21;restart
634;13.04.2015 05:39;wymiana
646;13.04.2015 08:06;wymiana
628;13.04.2015 09:47;restart
670;13.04.2015 10:13;restart
671;13.04.2015 10:20;wymiana
647;13.04.2015 11:37;restart
649;13.04.2015 12:59;wymiana
644;13.04.2015 13:01;wymiana
643;13.04.2015 13:41;restart
634;13.04.2015 13:49;restart
669;13.04.2015 14:43;restart
663;13.04.2015 15:55;restart
631;13.04.2015 19:27;restart
672;13.04.2015 20:25;restart
653;13.04.2015 22:56;restart
664;14.04.2015 00:32;wymiana
633;14.04.2015 00:53;restart
667;14.04.2015 01:00;restart
654;14.04.2015 01:25;restart
660;14.04.2015 02:17;wymiana
652;14.04.2015 05:28;restart
636;14.04.2015 07:52;restart
666;14.04.2015 08:25;wymiana
679;14.04.2015 08:56;wymiana
683;14.04.2015 09:31;restart
663;14.04.2015 11:27;wymiana
668;14.04.2015 16:03;restart
671;14.04.2015 16:04;restart
657;14.04.2015 18:47;wymiana
684;15.04.2015 00:09;wymiana
649;15.04.2015 01:18;restart
680;15.04.2015 03:45;wymiana
681;15.04.2015 04:21;restart
689;15.04.2015 06:30;restart
648;15.04.2015 08:57;wymiana
679;15.04.2015 09:37;wymiana
691;15.04.2015 13:36;wymiana
646;15.04.2015 19:44;wymiana
685;15.04.2015 22:52;restart
649;16.04.2015 07:57;restart
694;16.04.2015 09:00;restart
681;16.04.2015 12:00;wymiana
674;16.04.2015 13:11;restart
692;16.04.2015 16:38;restart
675;16.04.2015 17:16;wymiana
668;16.04.2015 21:53;wymiana
690;16.04.2015 21:53;wymiana
661;16.04.2015 22:29;restart
700;17.04.2015 00:56;restart
698;17.04.2015 02:05;wymiana
697;17.04.2015 02:26;wymiana
663;17.04.2015 04:55;restart
671;17.04.2015 04:59;wymiana
707;17.04.2015 05:18;wymiana
707;17.04.2015 05:20;wymiana
663;17.04.2015 08:07;wymiana
696;17.04.2015 09:24;wymiana
668;17.04.2015 12:07;restart
669;17.04.2015 13:22;restart
692;17.04.2015 14:06;wymiana
678;17.04.2015 15:07;wymiana
671;17.04.2015 15:58;restart
708;17.04.2015 17:01;restart
685;17.04.2015 17:37;wymiana
683;17.04.2015 17:41;restart
678;17.04.2015 20:07;restart
701;17.04.2015 20:10;wymiana
673;18.04.2015 03:17;restart
678;18.04.2015 10:54;restart
687;18.04.2015 11:26;wymiana
677;18.04.2015 13:04;wymiana
714;18.04.2015 14:00;wymiana
669;18.04.2015 14:57;restart
714;18.04.2015 16:09;restart
673;18.04.2015 16:55;restart
714;18.04.2015 17:10;restart
683;18.04.2015 20:37;wymiana
678;19.04.2015 00:53;wymiana
723;19.04.2015 01:11;restart
717;19.04.2015 03:23;restart
685;19.04.2015 05:20;restart
676;19.04.2015 07:53;restart
700;19.04.2015 08:35;wymiana
688;19.04.2015 09:12;wymiana
705;19.04.2015 10:35;wymiana
703;19.04.2015 13:07;restart
699;19.04.2015 14:29;wymiana
682;19.04.2015 18:39;restart
724;19.04.2015 19:51;wymiana
712;19.04.2015 20:53;restart
722;20.04.2015 00:00;restart
700;20.04.2015 00:35;restart
686;20.04.2015 01:58;wymiana
717;20.04.2015 03:01;restart
711;20.04.2015 07:32;restart
717;20.04.2015 08:50;wymiana
717;20.04.2015 09:44;wymiana
733;20.04.2015 12:14;wymiana
709;20.04.2015 12:27;wymiana
700;20.04.2015 12:54;wymiana
685;20.04.2015 14:21;restart
683;20.04.2015 14:41;restart
684;20.04.2015 18:20;wymiana
700;20.04.2015 20:10;wymiana
734;20.04.2015 21:01;wymiana
685;20.04.2015 21:18;restart
733;20.04.2015 21:41;restart
683;20.04.2015 22:22;restart
726;20.04.2015 23:01;wymiana
728;21.04.2015 00:12;restart
693;21.04.2015 00:35;wymiana
733;21.04.2015 01:25;restart
737;21.04.2015 07:16;wymiana
702;21.04.2015 07:59;wymiana
728;21.04.2015 08:34;wymiana
725;21.04.2015 11:48;restart
723;21.04.2015 13:26;wymiana
710;21.04.2015 17:16;restart
713;21.04.2015 19:54;wymiana
727;21.04.2015 21:24;restart
730;21.04.2015 22:26;restart
708;22.04.2015 02:48;wymiana
695;22.04.2015 04:06;restart
725;22.04.2015 05:54;wymiana
716;22.04.2015 10:05;wymiana
741;22.04.2015 11:43;wymiana
736;22.04.2015 11:51;wymiana
725;22.04.2015 13:14;wymiana
748;22.04.2015 17:07;wymiana
727;22.04.2015 17:52;wymiana
732;22.04.2015 18:27;wymiana
726;22.04.2015 19:31;wymiana
728;22.04.2015 20:35;restart
742;22.04.2015 21:37;restart
721;23.04.2015 03:43;restart
706;23.04.2015 05:29;wymiana
739;23.04.2015 05:32;wymiana
720;23.04.2015 11:43;wymiana
704;23.04.2015 11:53;wymiana
720;23.04.2015 12:54;wymiana
718;23.04.2015 14:07;wymiana
740;23.04.2015 15:32;restart
715;23.04.2015 15:49;restart
743;23.04.2015 16:55;wymiana
742;23.04.2015 19:27;wymiana
729;23.04.2015 21:26;restart
742;23.04.2015 22:52;restart
756;24.04.2015 00:04;restart
731;24.04.2015 00:04;restart
735;24.04.2015 00:52;restart
733;24.04.2015 02:03;wymiana
740;24.04.2015 02:30;wymiana
746;24.04.2015 04:58;wymiana
754;24.04.2015 09:07;restart
739;24.04.2015 09:13;wymiana
733;24.04.2015 09:58;wymiana
758;24.04.2015 11:44;restart
725;24.04.2015 13:21;restart
745;24.04.2015 14:10;restart
758;24.04.2015 20:02;restart
739;24.04.2015 21:34;restart
720;25.04.2015 01:15;wymiana
727;25.04.2015 01:52;wymiana
719;25.04.2015 01:56;restart
719;25.04.2015 02:22;restart
738;25.04.2015 03:11;restart
728;25.04.2015 03:12;restart
740;25.04.2015 04:31;restart
724;25.04.2015 04:49;restart
726;25.04.2015 06:43;wymiana
752;25.04.2015 08:09;restart
742;25.04.2015 08:47;restart
724;25.04.2015 09:06;restart
744;25.04.2015 09:51;wymiana
742;25.04.2015 10:36;restart
765;25.04.2015 11:55;restart
769;25.04.2015 16:52;wymiana
758;25.04.2015 17:05;restart
764;25.04.2015 18:10;restart
744;25.04.2015 19:49;wymiana
767;25.04.2015 20:25;wymiana
757;25.04.2015 21:19;restart
725;25.04.2015 23:28;wymiana
763;25.04.2015 23:57;wymiana
744;26.04.2015 01:01;wymiana
727;26.04.2015 02:05;wymiana
750;26.04.2015 03:35;restart
766;26.04.2015 12:11;wymiana
753;26.04.2015 13:47;wymiana
764;26.04.2015 14:24;restart
768;26.04.2015 15:14;wymiana
728;26.04.2015 16:26;restart
754;26.04.2015 17:55;restart
772;26.04.2015 18:41;restart
750;26.04.2015 18:53;wymiana
739;26.04.2015 19:30;wymiana
740;26.04.2015 23:35;wymiana
750;27.04.2015 01:44;wymiana
766;27.04.2015 02:43;wymiana
779;27.04.2015 03:16;wymiana
740;27.04.2015 07:09;restart
770;27.04.2015 11:37;restart
787;27.04.2015 12:40;wymiana
761;27.04.2015 13:24;restart
751;27.04.2015 13:47;restart
759;27.04.2015 15:08;wymiana
752;27.04.2015 22:07;wymiana
750;27.04.2015 22:32;restart
762;27.04.2015 23:00;wymiana
781;28.04.2015 01:12;wymiana
777;28.04.2015 01:22;wymiana
764;28.04.2015 07:32;restart
779;28.04.2015 08:25;restart
783;28.04.2015 09:20;restart
775;28.04.2015 11:05;restart
791;28.04.2015 11:52;restart
779;28.04.2015 13:11;restart
771;28.04.2015 13:44;wymiana
775;28.04.2015 16:30;wymiana
789;28.04.2015 17:23;restart
762;28.04.2015 19:49;wymiana
788;28.04.2015 21:14;wymiana
744;28.04.2015 22:26;wymiana
749;28.04.2015 22:35;restart
787;28.04.2015 23:45;restart
758;29.04.2015 00:52;restart
778;29.04.2015 01:21;restart
764;29.04.2015 01:39;restart
773;29.04.2015 03:40;wymiana
755;29.04.2015 06:20;restart
747;29.04.2015 08:08;restart
766;29.04.2015 08:57;restart
782;29.04.2015 11:48;wymiana
785;29.04.2015 12:16;wymiana
784;29.04.2015 13:15;restart
773;30.04.2015 01:20;wymiana
804;30.04.2015 03:41;wymiana
790;30.04.2015 04:23;restart
752;30.04.2015 04:55;wymiana
801;30.04.2015 06:07;wymiana
762;30.04.2015 06:39;wymiana
760;30.04.2015 09:48;wymiana
795;30.04.2015 11:39;wymiana
802;30.04.2015 12:22;wymiana
802;30.04.2015 12:51;wymiana
805;30.04.2015 20:08;wymiana
787;30.04.2015 22:57;restart
802;01.05.2015 00:16;restart
776;01.05.2015 01:19;wymiana
807;01.05.2015 01:36;restart
808;01.05.2015 03:34;restart
793;01.05.2015 06:11;wymiana
783;01.05.2015 06:16;wymiana
764;01.05.2015 11:06;wymiana
809;01.05.2015 12:59;restart
800;01.05.2015 14:51;wymiana
788;01.05.2015 16:15;wymiana
815;01.05.2015 20:44;wymiana
798;01.05.2015 20:58;restart
801;01.05.2015 22:13;restart
790;02.05.2015 00:33;wymiana
813;02.05.2015 01:47;restart
779;02.05.2015 02:51;restart
821;02.05.2015 03:30;wymiana
800;02.05.2015 04:51;wymiana
820;02.05.2015 10:33;restart
774;02.05.2015 11:15;restart
797;02.05.2015 13:43;restart
773;02.05.2015 15:00;wymiana
799;02.05.2015 18:13;restart
790;02.05.2015 19:32;wymiana
801;02.05.2015 20:15;restart
798;02.05.2015 21:00;restart
825;02.05.2015 21:43;wymiana
810;02.05.2015 21:49;wymiana
787;03.05.2015 00:03;wymiana
794;03.05.2015 03:02;wymiana
790;03.05.2015 03:04;restart
815;03.05.2015 04:58;wymiana
817;03.05.2015 05:34;wymiana
787;03.05.2015 10:47;wymiana
780;03.05.2015 12:00;restart
786;03.05.2015 14:20;restart
825;03.05.2015 15:41;restart
819;03.05.2015 17:05;wymiana
820;03.05.2015 17:28;restart
814;03.05.2015 17:31;restart
790;03.05.2015 23:00;restart
802;04.05.2015 04:26;wymiana
828;04.05.2015 05:38;wymiana
824;04.05.2015 06:18;wymiana
803;04.05.2015 11:13;restart
828;04.05.2015 12:57;wymiana
828;04.05.2015 14:22;wymiana
819;04.05.2015 15:53;restart
829;04.05.2015 18:18;restart
792;04.05.2015 18:19;wymiana
827;04.05.2015 18:21;restart
822;05.05.2015 02:42;wymiana
829;05.05.2015 02:50;restart
836;05.05.2015 04:31;wymiana
819;05.05.2015 07:42;wymiana
801;05.05.2015 11:06;restart
819;05.05.2015 12:14;wymiana
841;05.05.2015 15:11;restart
806;05.05.2015 19:20;wymiana
796;05.05.2015 20:07;wymiana
817;05.05.2015 23:54;restart
823;06.05.2015 02:38;wymiana
838;06.05.2015 03:11;restart
818;06.05.2015 09:57;restart
845;06.05.2015 13:28;wymiana
835;06.05.2015 14:33;restart
847;06.05.2015 16:45;wymiana
808;06.05.2015 20:11;restart
817;06.05.2015 21:59;wymiana
836;06.05.2015 22:00;wymiana
816;06.05.2015 22:10;restart
829;07.05.2015 03:17;restart
842;07.05.2015 04:34;wymiana
829;07.05.2015 05:45;restart
845;07.05.2015 05:59;wymiana
815;07.05.2015 06:25;restart
823;07.05.2015 07:03;restart
840;07.05.2015 07:54;restart
851;07.05.2015 08:23;wymiana
853;07.05.2015 12:29;wymiana
844;07.05.2015 12:29;wymiana
836;07.05.2015 12:43;restart
852;07.05.2015 13:10;restart
811;07.05.2015 17:35;wymiana
810;07.05.2015 18:41;wymiana
830;07.05.2015 18:49;wymiana
828;07.05.2015 19:33;wymiana
845;07.05.2015 21:42;wymiana
857;07.05.2015 21:44;wymiana
820;07.05.2015 22:20;restart
812;07.05.2015 23:00;restart
836;07.05.2015 23:59;wymiana
851;08.05.2015 01:45;wymiana
817;08.05.2015 03:11;restart
857;08.05.2015 03:28;wymiana
856;08.05.2015 03:48;restart
820;08.05.2015 05:48;restart
863;08.05.2015 06:05;restart
863;08.05.2015 06:47;restart
863;08.05.2015 07:08;wymiana
862;08.05.2015 09:08;restart
833;08.05.2015 13:58;restart
856;08.05.2015 15:23;wymiana
856;08.05.2015 18:03;restart
860;08.05.2015 22:51;restart
862;08.05.2015 23:20;restart
837;09.05.2015 00:12;wymiana
851;09.05.2015 01:16;restart
846;09.05.2015 01:26;restart
827;09.05.2015 03:22;restart
861;09.05.2015 05:28;restart
823;09.05.2015 07:01;wymiana
830;09.05.2015 07:32;restart
830;09.05.2015 08:33;wymiana
843;09.05.2015 11:39;wymiana
845;09.05.2015 14:54;restart
834;09.05.2015 15:33;wymiana
826;09.05.2015 15:48;wymiana
848;09.05.2015 20:52;wymiana
832;09.05.2015 22:33;wymiana
856;09.05.2015 22:39;restart
849;09.05.2015 23:04;restart
851;09.05.2015 23:41;wymiana
852;09.05.2015 23:51;wymiana
862;10.05.2015 00:38;wymiana
841;10.05.2015 05:29;restart
852;10.05.2015 12:36;restart
878;10.05.2015 12:54;restart
864;10.05.2015 15:54;restart
830;10.05.2015 17:13;restart
854;10.05.2015 19:26;restart
841;10.05.2015 21:11;restart
